0.011403	-0.79314
0.011537	-0.78064
0.011759	-0.76814
0.01207	-0.75564
0.012471	-0.74315
0.012961	-0.73066
0.01354	-0.71817
0.014208	-0.70569
0.014965	-0.69321
0.01581	-0.68074
0.016742	-0.66828
0.01776	-0.65582
0.018863	-0.64337
0.02005	-0.63093
0.021319	-0.61849
0.022669	-0.60606
0.024097	-0.59364
0.025602	-0.58123
0.027181	-0.56883
0.028832	-0.55644
0.030552	-0.54406
0.032339	-0.53169
0.034189	-0.51933
0.036099	-0.50698
0.038065	-0.49463
0.040084	-0.48229
0.042151	-0.46996
0.044263	-0.45764
0.046416	-0.44533
0.048604	-0.43302
0.050824	-0.42072
0.05307	-0.40842
0.055337	-0.39613
0.05762	-0.38384
0.059914	-0.37155
0.062213	-0.35926
0.064512	-0.34697
0.066805	-0.33468
0.069086	-0.32239
0.071348	-0.3101
0.073586	-0.2978
0.075793	-0.2855
0.077963	-0.27319
0.08009	-0.26087
0.082167	-0.24854
0.084189	-0.2362
0.086149	-0.22386
0.08804	-0.2115
0.089857	-0.19913
0.091593	-0.18675
0.093243	-0.17436
0.094801	-0.16196
0.096262	-0.14955
0.09762	-0.13712
0.098871	-0.12468
0.10001	-0.11223
0.10103	-0.099774
0.10193	-0.087306
0.10271	-0.07483
0.10336	-0.062347
0.10389	-0.049858
0.10429	-0.037364
0.10455	-0.024867
0.10468	-0.012367
0.10468	0.000133
0.10455	0.012633
0.10428	0.025131
0.10388	0.037625
0.10335	0.050114
0.1027	0.062597
0.10192	0.075073
0.10102	0.087541
0.1	0.1
0.098985	0.11246
0.097855	0.12491
0.096614	0.13735
0.095267	0.14978
0.093819	0.1622
0.092274	0.1746
0.090638	0.18699
0.088917	0.19937
0.087117	0.21174
0.085243	0.2241
0.083302	0.23645
0.0813	0.24879
0.079242	0.26112
0.077135	0.27344
0.074986	0.28575
0.0728	0.29806
0.070584	0.31036
0.068344	0.32266
0.066086	0.33495
0.063816	0.34724
0.06154	0.35953
0.059263	0.37182
0.056992	0.38411
0.054731	0.3964
0.052487	0.4087
0.050264	0.421
0.048067	0.4333
0.045901	0.44561
0.043771	0.45793
0.041681	0.47025
0.039635	0.48258
0.037638	0.49492
0.035693	0.50727
0.033804	0.51963
0.031974	0.532
0.030206	0.54437
0.028504	0.55675
0.026871	0.56914
0.025309	0.58154
0.023821	0.59395
0.022408	0.60637
0.021074	0.6188
0.01982	0.63124
0.018647	0.64368
0.017557	0.65613
0.016551	0.66859
0.015631	0.68106
0.014797	0.69353
0.01405	0.70601
0.013391	0.71849
0.01282	0.73098
0.012337	0.74347
0.011943	0.75596
0.011637	0.76846
0.011419	0.78096
0.011289	0.79346
