-0.17142	7.4459
-0.17093	7.346
-0.16967	7.276
-0.16801	7.183
-0.16734	7.1615
-0.16509	7.0931
-0.16326	7.0368
-0.16268	7.02
-0.15917	6.9474
-0.15578	6.8837
-0.15509	6.8702
-0.15428	6.856
-0.15101	6.809
-0.14929	6.7872
-0.14693	6.7555
-0.14337	6.7137
-0.14285	6.7073
-0.14152	6.693
-0.13876	6.6665
-0.13792	6.6596
-0.13468	6.6312
-0.13278	6.6169
-0.1306	6.5998
-0.1278	6.5813
-0.12652	6.5724
-0.123	6.5523
-0.12244	6.549
-0.11847	6.53
-0.11836	6.5295
-0.11835	6.5294
-0.11427	6.5143
-0.11384	6.5129
-0.11019	6.5028
-0.10947	6.5011
-0.10611	6.4953
-0.10521	6.494
-0.10203	6.492
-0.10106	6.4914
-0.09795	6.4931
-0.097034	6.4935
-0.09386	6.4991
-0.093113	6.5002
-0.08978	6.5103
-0.089318	6.5115
-0.0857	6.5276
-0.085644	6.5278
-0.085267	6.53
-0.082094	6.5489
-0.08162	6.553
-0.078674	6.5753
-0.07754	6.5872
-0.075391	6.6071
-0.07346	6.6314
-0.07225	6.6448
-0.06937	6.6871
-0.069258	6.6885
-0.068995	6.693
-0.066443	6.7391
-0.06529	6.7655
-0.0638	6.7965
-0.061503	6.856
-0.061334	6.861
-0.06121	6.8654
-0.059105	6.9354
-0.05713	7.0147
-0.057062	7.0173
-0.057001	7.02
-0.055365	7.1125
-0.0543	7.183
-0.053951	7.219
-0.05305	7.3254
-0.052917	7.3407
-0.052876	7.346
-0.052574	7.49
-0.052538	7.509
-0.05305	7.6284
-0.053245	7.673
-0.053417	7.6877
-0.055075	7.836
-0.05713	7.9437
-0.058283	7.999
-0.06121	8.0963
-0.063484	8.162
-0.06529	8.2019
-0.067084	8.2341
-0.06937	8.2788
-0.072432	8.326
-0.07346	8.3392
-0.073887	8.3431
-0.07754	8.3831
-0.079296	8.3962
-0.08162	8.4176
-0.084303	8.4332
-0.0857	8.4438
-0.089005	8.458
-0.08978	8.4627
-0.09347	8.4734
-0.09386	8.4752
-0.097761	8.4815
-0.09795	8.482
-0.1019	8.4836
-0.10203	8.4838
-0.10591	8.481
-0.10611	8.481
-0.10982	8.4743
-0.11019	8.4739
-0.11365	8.4642
-0.11427	8.4628
-0.11741	8.451
-0.11836	8.4477
-0.12109	8.4349
-0.12244	8.4287
-0.1247	8.4162
-0.12652	8.4059
-0.12824	8.3949
-0.1306	8.3792
-0.13173	8.3711
-0.13468	8.3486
-0.13515	8.3449
-0.13737	8.326
-0.13851	8.3158
-0.13876	8.3132
-0.14178	8.2832
-0.14285	8.2713
-0.14499	8.248
-0.14693	8.2245
-0.14813	8.2103
-0.15101	8.1726
-0.15121	8.1701
-0.15179	8.162
-0.15415	8.1246
-0.15509	8.1079
-0.157	8.0755
-0.15917	8.0343
-0.15978	8.0233
-0.16099	7.999
-0.16239	7.9643
-0.16326	7.9401
-0.16483	7.8987
-0.16697	7.836
-0.16715	7.8284
-0.16734	7.8194
-0.16905	7.7415
-0.17044	7.673
-0.17068	7.6434
-0.17142	7.5482
-0.17166	7.5185
-0.17173	7.509
-0.17142	7.4459
